N,seed_theta,seed_Y,K_candidate,fold,predictive_llk
400,18,4,4,1,-3191.1949449534
400,18,4,4,2,-3100.6003172583
400,18,4,4,3,-3167.45003378135
400,18,4,4,4,-3202.06922382111
400,18,4,4,5,-3171.47579068385
400,18,4,5,1,-3177.43497917983
400,18,4,5,2,-3095.40316312909
400,18,4,5,3,-3154.97418549726
400,18,4,5,4,-3197.40358625634
400,18,4,5,5,-3159.62461399629
400,18,4,6,1,-3180.01187187235
400,18,4,6,2,-3089.14414507415
400,18,4,6,3,-3155.12720276186
400,18,4,6,4,-3233.48873490152
400,18,4,6,5,-3181.49317541423
400,18,4,7,1,-3182.143186396
400,18,4,7,2,-3090.66518314705
400,18,4,7,3,-3173.59609252871
400,18,4,7,4,-3194.59695348937
400,18,4,7,5,-3163.6613884802
400,18,4,8,1,-3187.32082751845
400,18,4,8,2,-3120.25603412501
400,18,4,8,3,-3191.9196826396
400,18,4,8,4,-3218.54139343964
400,18,4,8,5,-3165.50609116185
400,18,5,4,1,-3194.39259882123
400,18,5,4,2,-3126.97740366345
400,18,5,4,3,-3177.48258289593
400,18,5,4,4,-3129.76564064056
400,18,5,4,5,-3191.01824664537
400,18,5,5,1,-3193.15075985668
400,18,5,5,2,-3126.38405515924
400,18,5,5,3,-3182.77077792878
400,18,5,5,4,-3125.1658578528
400,18,5,5,5,-3172.43541906096
400,18,5,6,1,-3182.08694777843
400,18,5,6,2,-3137.03156077406
400,18,5,6,3,-3165.07349999049
400,18,5,6,4,-3157.15404386315
400,18,5,6,5,-3172.63219715699
400,18,5,7,1,-3187.65651568427
400,18,5,7,2,-3125.55379217595
400,18,5,7,3,-3173.16430936644
400,18,5,7,4,-3119.12714391713
400,18,5,7,5,-3170.20334426966
400,18,5,8,1,-3197.69908975744
400,18,5,8,2,-3129.48605263345
400,18,5,8,3,-3170.94299765991
400,18,5,8,4,-3123.08336191276
400,18,5,8,5,-3171.76515420927
400,19,1,4,1,-3324.05363956252
400,19,1,4,2,-3306.52200872277
400,19,1,4,3,-3271.80993784267
400,19,1,4,4,-3271.78010497789
400,19,1,4,5,-3285.98929199705
400,19,1,5,1,-3328.73362488225
400,19,1,5,2,-3305.51462515309
400,19,1,5,3,-3267.50580677859
400,19,1,5,4,-3266.83942998861
400,19,1,5,5,-3287.06130224924
400,19,1,6,1,-3323.89848031281
400,19,1,6,2,-3301.18284253145
400,19,1,6,3,-3276.32548164062
400,19,1,6,4,-3264.6194432362
400,19,1,6,5,-3285.991948073
400,19,1,7,1,-3317.01052124949
400,19,1,7,2,-3308.53056380777
400,19,1,7,3,-3267.43903543553
400,19,1,7,4,-3280.38505177728
400,19,1,7,5,-3291.43675428325
400,19,1,8,1,-3332.361288569
400,19,1,8,2,-3319.84232262659
400,19,1,8,3,-3283.08759196494
400,19,1,8,4,-3283.8722587082
400,19,1,8,5,-3295.54151937764
400,19,2,4,1,-3340.75831420889
400,19,2,4,2,-3273.54461781034
400,19,2,4,3,-3313.37630189315
400,19,2,4,4,-3273.40672265535
400,19,2,4,5,-3347.2771847242
400,19,2,5,1,-3332.73193294549
400,19,2,5,2,-3268.26696031301
400,19,2,5,3,-3318.18075707316
400,19,2,5,4,-3273.03148471639
400,19,2,5,5,-3337.71167367419
400,19,2,6,1,-3334.2084433157
400,19,2,6,2,-3274.22390774959
400,19,2,6,3,-3322.40008882237
400,19,2,6,4,-3282.10307314838
400,19,2,6,5,-3336.47598318283
400,19,2,7,1,-3346.55322522023
400,19,2,7,2,-3274.83528431053
400,19,2,7,3,-3329.82467948118
400,19,2,7,4,-3287.67810883812
400,19,2,7,5,-3345.25628846273
400,19,2,8,1,-3347.51480039025
400,19,2,8,2,-3281.05747722797
400,19,2,8,3,-3337.34831637755
400,19,2,8,4,-3282.94309067803
400,19,2,8,5,-3344.65963683033
400,19,3,4,1,-3312.99110191566
400,19,3,4,2,-3341.93706775425
400,19,3,4,3,-3244.33987078101
400,19,3,4,4,-3312.06587926086
400,19,3,4,5,-3278.15785111905
400,19,3,5,1,-3304.44026264813
400,19,3,5,2,-3323.69718509905
400,19,3,5,3,-3235.96201839667
400,19,3,5,4,-3306.01652153277
400,19,3,5,5,-3261.41515632546
400,19,3,6,1,-3295.62524139136
400,19,3,6,2,-3316.13676570015
400,19,3,6,3,-3231.67779251302
400,19,3,6,4,-3294.10533026204
400,19,3,6,5,-3262.89738651703
400,19,3,7,1,-3300.17095292043
400,19,3,7,2,-3324.52116261285
400,19,3,7,3,-3241.85333773665
400,19,3,7,4,-3302.10079671372
400,19,3,7,5,-3273.53875120867
400,19,3,8,1,-3315.45124511903
400,19,3,8,2,-3345.08498139145
400,19,3,8,3,-3247.1166740939
400,19,3,8,4,-3305.48348768218
400,19,3,8,5,-3273.65333173289
400,19,4,4,1,-3318.752462973
400,19,4,4,2,-3282.22075333079
400,19,4,4,3,-3338.03845003127
400,19,4,4,4,-3328.47262479664
400,19,4,4,5,-3295.33503495797
400,19,4,5,1,-3305.20261663057
400,19,4,5,2,-3273.11882377851
400,19,4,5,3,-3332.26787624185
400,19,4,5,4,-3306.03784688795
400,19,4,5,5,-3268.26725105313
400,19,4,6,1,-3287.11227340529
400,19,4,6,2,-3267.62670315572
400,19,4,6,3,-3317.40373248693
400,19,4,6,4,-3301.79257253158
400,19,4,6,5,-3261.61687060929
400,19,4,7,1,-3297.47744219689
400,19,4,7,2,-3276.43533091811
400,19,4,7,3,-3322.54356690079
400,19,4,7,4,-3304.18251972659
400,19,4,7,5,-3270.40247232343
400,19,4,8,1,-3307.57269045839
400,19,4,8,2,-3286.34765722728
400,19,4,8,3,-3329.959842085
400,19,4,8,4,-3310.84447308107
400,19,4,8,5,-3281.17170910666
400,19,5,4,1,-3317.06715713736
400,19,5,4,2,-3311.91059839671
400,19,5,4,3,-3251.39836262378
400,19,5,4,4,-3325.99136268274
400,19,5,4,5,-3345.2842805982
400,19,5,5,1,-3315.6115135364
400,19,5,5,2,-3287.31382794469
400,19,5,5,3,-3239.93073650049
400,19,5,5,4,-3304.42905833877
400,19,5,5,5,-3329.71205694936
400,19,5,6,1,-3312.5302512878
400,19,5,6,2,-3293.0541117179
400,19,5,6,3,-3242.95393725714
400,19,5,6,4,-3315.02850585584
400,19,5,6,5,-3334.53813828039
400,19,5,7,1,-3331.97379328108
400,19,5,7,2,-3290.86960881006
400,19,5,7,3,-3245.27205665837
400,19,5,7,4,-3320.21310701531
400,19,5,7,5,-3351.7381910949
400,19,5,8,1,-3339.48633473384
400,19,5,8,2,-3310.83454814065
400,19,5,8,3,-3261.23176538897
400,19,5,8,4,-3321.80567802494
400,19,5,8,5,-3345.43324586201
400,20,1,4,1,-3262.84259975779
400,20,1,4,2,-3189.09426962198
400,20,1,4,3,-3170.01612710943
400,20,1,4,4,-3256.53829725805
400,20,1,4,5,-3177.98755814416
400,20,1,5,1,-3251.62692072985
400,20,1,5,2,-3180.30188113385
400,20,1,5,3,-3161.44481335591
400,20,1,5,4,-3257.13196651583
400,20,1,5,5,-3163.06199673427
400,20,1,6,1,-3253.83512727899
400,20,1,6,2,-3190.98039945388
400,20,1,6,3,-3170.00979721825
400,20,1,6,4,-3266.4635311382
400,20,1,6,5,-3165.96653385815
400,20,1,7,1,-3259.87994906922
400,20,1,7,2,-3191.35115384136
400,20,1,7,3,-3182.91380582971
400,20,1,7,4,-3264.14698883726
400,20,1,7,5,-3178.57140086583
400,20,1,8,1,-3270.27494576321
400,20,1,8,2,-3196.00857961825
400,20,1,8,3,-3172.03631102674
400,20,1,8,4,-3260.55755162823
400,20,1,8,5,-3182.064537858
400,20,2,4,1,-3195.14760091425
400,20,2,4,2,-3215.29369808373
400,20,2,4,3,-3223.58302193181
400,20,2,4,4,-3254.25145710293
400,20,2,4,5,-3258.26605114762
400,20,2,5,1,-3191.63886346156
400,20,2,5,2,-3215.52401260262
400,20,2,5,3,-3225.82795910537
400,20,2,5,4,-3254.89906124043
400,20,2,5,5,-3244.77610052224
400,20,2,6,1,-3201.54416425629
400,20,2,6,2,-3222.68436413596
400,20,2,6,3,-3221.59479638948
400,20,2,6,4,-3258.59460419663
400,20,2,6,5,-3271.06443732609
400,20,2,7,1,-3203.14034406625
400,20,2,7,2,-3245.0752231124
400,20,2,7,3,-3233.73470523455
400,20,2,7,4,-3270.47862995477
400,20,2,7,5,-3274.18498208907
400,20,2,8,1,-3214.39060169932
400,20,2,8,2,-3232.73858840399
400,20,2,8,3,-3245.43538459097
400,20,2,8,4,-3284.45398583898
400,20,2,8,5,-3278.91907063664
400,20,3,4,1,-3236.38513711152
400,20,3,4,2,-3266.22274155114
400,20,3,4,3,-3260.92762332947
400,20,3,4,4,-3250.83331977874
400,20,3,4,5,-3233.52625191073
400,20,3,5,1,-3218.20927710959
400,20,3,5,2,-3248.3989342682
400,20,3,5,3,-3240.58524948803
400,20,3,5,4,-3226.27254898076
400,20,3,5,5,-3213.21286797282
400,20,3,6,1,-3236.44840163755
400,20,3,6,2,-3270.03608445328
400,20,3,6,3,-3250.19619028498
400,20,3,6,4,-3233.45328689011
400,20,3,6,5,-3223.43817220434
400,20,3,7,1,-3238.03466477347
400,20,3,7,2,-3265.89437463522
400,20,3,7,3,-3258.06500669925
400,20,3,7,4,-3244.21239815392
400,20,3,7,5,-3232.51929031241
400,20,3,8,1,-3238.03004285325
400,20,3,8,2,-3272.13635855556
400,20,3,8,3,-3253.63476844404
400,20,3,8,4,-3251.13397242239
400,20,3,8,5,-3231.50273950924
400,20,4,4,1,-3208.94108024226
400,20,4,4,2,-3161.80576380623
400,20,4,4,3,-3245.1193578049
400,20,4,4,4,-3163.33355255656
400,20,4,4,5,-3177.48769396661
400,20,4,5,1,-3204.68388068297
400,20,4,5,2,-3155.09572275342
400,20,4,5,3,-3245.69437669007
400,20,4,5,4,-3155.86150257548
400,20,4,5,5,-3172.78682558614
400,20,4,6,1,-3197.02143944033
400,20,4,6,2,-3157.22393184237
400,20,4,6,3,-3235.59951315634
400,20,4,6,4,-3165.86326024582
400,20,4,6,5,-3185.44011844048
400,20,4,7,1,-3203.81645318574
400,20,4,7,2,-3174.26415395569
400,20,4,7,3,-3241.47762171869
400,20,4,7,4,-3160.01520296335
400,20,4,7,5,-3188.73768730805
400,20,4,8,1,-3217.39456634433
400,20,4,8,2,-3192.07626803303
400,20,4,8,3,-3244.9178486655
400,20,4,8,4,-3173.88862761339
400,20,4,8,5,-3184.63598014727
400,20,5,4,1,-3207.37985412865
400,20,5,4,2,-3185.86461388443
400,20,5,4,3,-3196.85072108449
400,20,5,4,4,-3194.77980076075
400,20,5,4,5,-3175.49408893362
400,20,5,5,1,-3219.31329811545
400,20,5,5,2,-3194.44138685173
400,20,5,5,3,-3206.73873088647
400,20,5,5,4,-3201.32026318966
400,20,5,5,5,-3185.52016439044
400,20,5,6,1,-3231.53723593385
400,20,5,6,2,-3194.48310326809
400,20,5,6,3,-3208.99757211775
400,20,5,6,4,-3195.53600664111
400,20,5,6,5,-3191.08311611657
400,20,5,7,1,-3234.19399728659
400,20,5,7,2,-3209.85800283339
400,20,5,7,3,-3215.97898175963
400,20,5,7,4,-3203.45866966432
400,20,5,7,5,-3196.1680865524
400,20,5,8,1,-3247.77691148987
400,20,5,8,2,-3209.21095918639
400,20,5,8,3,-3219.02470386376
400,20,5,8,4,-3218.34924276993
400,20,5,8,5,-3197.13963906227
800,1,1,4,1,-6939.34184300868
800,1,1,4,2,-6724.26834078178
800,1,1,4,3,-6784.69998451894
800,1,1,4,4,-6850.98115902996
800,1,1,4,5,-6807.43547860973
800,1,1,5,1,-6844.78146635438
800,1,1,5,2,-6686.30156201172
800,1,1,5,3,-6742.32429163853
800,1,1,5,4,-6791.1603056295
800,1,1,5,5,-6761.93064478577
800,1,1,6,1,-6822.52185417706
800,1,1,6,2,-6634.37903590812
800,1,1,6,3,-6713.26865341337
800,1,1,6,4,-6831.00580324392
800,1,1,6,5,-6720.59002756405
800,1,1,7,1,-6916.76671775522
800,1,1,7,2,-6655.01670817727
800,1,1,7,3,-6711.44396601586
800,1,1,7,4,-6785.33844668067
800,1,1,7,5,-6726.2376617126
800,1,1,8,1,-6820.83441870869
800,1,1,8,2,-6642.63053944807
800,1,1,8,3,-6728.42748909461
800,1,1,8,4,-6776.98223274889
800,1,1,8,5,-6739.71010630904
800,1,2,4,1,-6840.54966512612
800,1,2,4,2,-6884.58629128059
800,1,2,4,3,-6785.11032678864
800,1,2,4,4,-6783.60109713734
800,1,2,4,5,-6836.39484947303
800,1,2,5,1,-6781.59544256575
800,1,2,5,2,-6823.4904529523
800,1,2,5,3,-6715.26872693989
800,1,2,5,4,-6714.97467518351
800,1,2,5,5,-6843.62533710309
800,1,2,6,1,-6719.15668429719
800,1,2,6,2,-6788.75895654597
800,1,2,6,3,-6724.89425653016
800,1,2,6,4,-6698.38749248376
800,1,2,6,5,-6763.84014425956
800,1,2,7,1,-6804.91607724187
800,1,2,7,2,-6803.52287244965
800,1,2,7,3,-6675.13461197926
800,1,2,7,4,-6694.09277344044
800,1,2,7,5,-6771.72449983289
800,1,2,8,1,-6748.89915920352
800,1,2,8,2,-6822.34944909684
800,1,2,8,3,-6675.58578178349
800,1,2,8,4,-6695.38112728271
800,1,2,8,5,-6774.68742742035
800,1,3,4,1,-6799.59222299422
800,1,3,4,2,-6721.99749708243
800,1,3,4,3,-6770.50501846734
800,1,3,4,4,-6731.02368306723
800,1,3,4,5,-6855.90971055108
800,1,3,5,1,-6817.89569544642
800,1,3,5,2,-6707.69173403303
800,1,3,5,3,-6702.99845397009
800,1,3,5,4,-6684.3521803283
800,1,3,5,5,-6781.34668534896
800,1,3,6,1,-6776.62259559391
800,1,3,6,2,-6684.23875674871
800,1,3,6,3,-6719.00821184136
800,1,3,6,4,-6632.08343726262
800,1,3,6,5,-6728.76457404969
800,1,3,7,1,-6716.60355089921
800,1,3,7,2,-6673.1098266067
800,1,3,7,3,-6678.48025894102
800,1,3,7,4,-6642.94985461874
800,1,3,7,5,-6743.36162706739
800,1,3,8,1,-6783.06443760369
800,1,3,8,2,-6668.63936166574
800,1,3,8,3,-6695.08883253947
800,1,3,8,4,-6668.37548685199
800,1,3,8,5,-6756.12981060578
800,1,4,4,1,-6823.64682109666
800,1,4,4,2,-6802.79313909769
800,1,4,4,3,-6926.70211855996
800,1,4,4,4,-6844.31693569043
800,1,4,4,5,-6840.64780857992
800,1,4,5,1,-6808.64609635313
800,1,4,5,2,-6785.02997253785
800,1,4,5,3,-6968.41830730897
800,1,4,5,4,-6793.53910026559
800,1,4,5,5,-6745.04323161987
800,1,4,6,1,-6700.95187632691
800,1,4,6,2,-6740.73315616457
800,1,4,6,3,-6909.6416869861
800,1,4,6,4,-6799.567821557
800,1,4,6,5,-6700.6484651517
800,1,4,7,1,-6720.95935187138
800,1,4,7,2,-6752.95494974122
800,1,4,7,3,-6826.72873866675
800,1,4,7,4,-6751.23982194805
800,1,4,7,5,-6771.08815474282
800,1,4,8,1,-6722.03502372293
800,1,4,8,2,-6772.69505990506
800,1,4,8,3,-6815.25583912055
800,1,4,8,4,-6768.58956399201
800,1,4,8,5,-6783.92330569021
800,1,5,4,1,-6845.93777505923
800,1,5,4,2,-6759.71885885547
800,1,5,4,3,-6772.68509919868
800,1,5,4,4,-6836.70846901687
800,1,5,4,5,-6843.42392313704
800,1,5,5,1,-6804.33575540347
800,1,5,5,2,-6680.09149262705
800,1,5,5,3,-6715.73170945894
800,1,5,5,4,-6799.06114356632
800,1,5,5,5,-6792.45884096202
800,1,5,6,1,-6791.6996622728
800,1,5,6,2,-6612.9566209964
800,1,5,6,3,-6679.49441844715
800,1,5,6,4,-6716.66245492929
800,1,5,6,5,-6837.44000582715
800,1,5,7,1,-6797.82475971541
800,1,5,7,2,-6714.63885969357
800,1,5,7,3,-6722.27699970753
800,1,5,7,4,-6857.96475062329
800,1,5,7,5,-6766.46904679973
800,1,5,8,1,-6775.08474409816
800,1,5,8,2,-6628.21698377635
800,1,5,8,3,-6697.79223901342
800,1,5,8,4,-6736.47535982694
800,1,5,8,5,-6794.19665531241
800,2,1,4,1,-6342.80094378426
800,2,1,4,2,-6336.44709451487
800,2,1,4,3,-6362.7599638782
800,2,1,4,4,-6273.26753992814
800,2,1,4,5,-6239.89960257525
800,2,1,5,1,-6287.47580968983
800,2,1,5,2,-6300.7169641578
800,2,1,5,3,-6334.63567866938
800,2,1,5,4,-6247.12793838099
800,2,1,5,5,-6222.01091388437
800,2,1,6,1,-6265.43868176006
800,2,1,6,2,-6281.15421394803
800,2,1,6,3,-6319.07341540881
800,2,1,6,4,-6310.90257373726
800,2,1,6,5,-6217.8697742935
800,2,1,7,1,-6310.08573105613
800,2,1,7,2,-6298.12055639866
800,2,1,7,3,-6343.79772537208
800,2,1,7,4,-6260.83743012043
800,2,1,7,5,-6230.77685867392
800,2,1,8,1,-6298.44624154671
800,2,1,8,2,-6307.18923634823
800,2,1,8,3,-6338.16751283137
800,2,1,8,4,-6267.7984931753
800,2,1,8,5,-6241.55461729836
800,2,2,4,1,-6433.51576029804
800,2,2,4,2,-6350.58848436754
800,2,2,4,3,-6386.19118812046
800,2,2,4,4,-6377.68574049249
800,2,2,4,5,-6369.73105142712
800,2,2,5,1,-6392.48378227012
800,2,2,5,2,-6331.39916380412
800,2,2,5,3,-6348.12932229692
800,2,2,5,4,-6359.49937299781
800,2,2,5,5,-6354.71586697663
800,2,2,6,1,-6391.29987851692
800,2,2,6,2,-6380.95068277133
800,2,2,6,3,-6330.29106931962
800,2,2,6,4,-6439.43681394159
800,2,2,6,5,-6343.28607967034
800,2,2,7,1,-6399.86697803509
800,2,2,7,2,-6340.74100556282
800,2,2,7,3,-6351.87026573728
800,2,2,7,4,-6415.96485747365
800,2,2,7,5,-6352.55043605345
800,2,2,8,1,-6408.2137194602
800,2,2,8,2,-6352.12964583114
800,2,2,8,3,-6354.24721049552
800,2,2,8,4,-6388.48048824178
800,2,2,8,5,-6363.87561578387
800,2,3,4,1,-6316.26946871451
800,2,3,4,2,-6374.78325494161
800,2,3,4,3,-6329.11457290093
800,2,3,4,4,-6309.06149469288
800,2,3,4,5,-6329.68489787995
800,2,3,5,1,-6309.56282707683
800,2,3,5,2,-6357.38260915009
800,2,3,5,3,-6318.2775506702
800,2,3,5,4,-6291.14029723162
800,2,3,5,5,-6294.919429159
800,2,3,6,1,-6292.20578557623
800,2,3,6,2,-6339.47588524558
800,2,3,6,3,-6290.49698740867
800,2,3,6,4,-6274.90416874958
800,2,3,6,5,-6284.54741309448
800,2,3,7,1,-6302.73071657011
800,2,3,7,2,-6352.22745163337
800,2,3,7,3,-6297.51947185813
800,2,3,7,4,-6293.07635804748
800,2,3,7,5,-6293.50915652703
800,2,3,8,1,-6310.30368967772
800,2,3,8,2,-6366.1042544801
800,2,3,8,3,-6326.99845432611
800,2,3,8,4,-6327.36362896625
800,2,3,8,5,-6303.20912363576
800,2,4,4,1,-6338.2550895888
800,2,4,4,2,-6200.69618342372
800,2,4,4,3,-6258.81458594552
800,2,4,4,4,-6297.7429959676
800,2,4,4,5,-6171.21476637667
800,2,4,5,1,-6321.88368943157
800,2,4,5,2,-6166.54036689601
800,2,4,5,3,-6225.24037363201
800,2,4,5,4,-6194.51125906904
800,2,4,5,5,-6146.58997831113
800,2,4,6,1,-6351.76468317787
800,2,4,6,2,-6144.41168326519
800,2,4,6,3,-6179.34932481266
800,2,4,6,4,-6165.53991194608
800,2,4,6,5,-6110.92508381205
800,2,4,7,1,-6319.42498137498
800,2,4,7,2,-6172.38648402731
800,2,4,7,3,-6245.3582270285
800,2,4,7,4,-6190.82828381091
800,2,4,7,5,-6120.94385049001
800,2,4,8,1,-6342.62183392295
800,2,4,8,2,-6176.8016847456
800,2,4,8,3,-6217.37515365506
800,2,4,8,4,-6201.07549212292
800,2,4,8,5,-6141.2933833553
800,2,5,4,1,-6257.50316045404
800,2,5,4,2,-6352.44519685139
800,2,5,4,3,-6366.20022101252
800,2,5,4,4,-6391.97119808334
800,2,5,4,5,-6422.13431094877
800,2,5,5,1,-6239.47271435774
800,2,5,5,2,-6337.58876758577
800,2,5,5,3,-6341.9496414331
800,2,5,5,4,-6377.69795317076
800,2,5,5,5,-6471.34109650018
800,2,5,6,1,-6221.07901289541
800,2,5,6,2,-6311.65014300305
800,2,5,6,3,-6303.81137519227
800,2,5,6,4,-6357.43610455782
800,2,5,6,5,-6387.02150754809
800,2,5,7,1,-6232.54400762207
800,2,5,7,2,-6327.43241500904
800,2,5,7,3,-6318.00375524562
800,2,5,7,4,-6364.62539799528
800,2,5,7,5,-6400.82710474303
800,2,5,8,1,-6231.1923978776
800,2,5,8,2,-6332.37855981798
800,2,5,8,3,-6325.91562327197
800,2,5,8,4,-6380.97509317651
800,2,5,8,5,-6417.05261604523
800,3,1,4,1,-6682.35424485025
800,3,1,4,2,-6738.36343792544
800,3,1,4,3,-6637.66317992833
800,3,1,4,4,-6693.39710613931
800,3,1,4,5,-6756.27530922164
800,3,1,5,1,-6674.87926406979
800,3,1,5,2,-6734.32716304305
800,3,1,5,3,-6604.27362944589
800,3,1,5,4,-6672.14013851043
800,3,1,5,5,-6716.05255362293
800,3,1,6,1,-6650.00385470678
800,3,1,6,2,-6688.86200667969
800,3,1,6,3,-6599.96277281901
800,3,1,6,4,-6660.99229750919
800,3,1,6,5,-6707.18535727533
800,3,1,7,1,-6662.65282643334
800,3,1,7,2,-6701.71054115546
800,3,1,7,3,-6613.9533763087
800,3,1,7,4,-6702.28739403564
800,3,1,7,5,-6717.73482000925
800,3,1,8,1,-6669.29633988513
800,3,1,8,2,-6712.54371689725
800,3,1,8,3,-6631.87126629087
800,3,1,8,4,-6684.0357508901
800,3,1,8,5,-6727.80637104034
800,3,2,4,1,-6744.49124242223
800,3,2,4,2,-6647.87051550027
800,3,2,4,3,-6755.19803067341
800,3,2,4,4,-6721.31216956326
800,3,2,4,5,-6802.21741950014
800,3,2,5,1,-6719.26349077782
800,3,2,5,2,-6623.25993532936
800,3,2,5,3,-6753.13754791828
800,3,2,5,4,-6700.62635531346
800,3,2,5,5,-6768.16990405817
800,3,2,6,1,-6721.98190002692
800,3,2,6,2,-6617.34033478971
800,3,2,6,3,-6726.60942461824
800,3,2,6,4,-6701.87609814617
800,3,2,6,5,-6778.15235814136
800,3,2,7,1,-6799.4700904125
800,3,2,7,2,-6634.54931762676
800,3,2,7,3,-6737.34939775423
800,3,2,7,4,-6713.16546384803
800,3,2,7,5,-6772.57785134933
800,3,2,8,1,-6753.00484078347
800,3,2,8,2,-6644.96962090694
800,3,2,8,3,-6748.98887551737
800,3,2,8,4,-6726.59124212933
800,3,2,8,5,-6781.74271706236
800,3,3,4,1,-6749.2166566968
800,3,3,4,2,-6682.88121130104
800,3,3,4,3,-6647.15038476795
800,3,3,4,4,-6701.86808745669
800,3,3,4,5,-6637.50871776123
800,3,3,5,1,-6722.96947342287
800,3,3,5,2,-6652.05422396029
800,3,3,5,3,-6622.77154175606
800,3,3,5,4,-6681.22344855806
800,3,3,5,5,-6611.51195100915
800,3,3,6,1,-6707.04456267168
800,3,3,6,2,-6645.14020306337
800,3,3,6,3,-6601.47937024567
800,3,3,6,4,-6693.0045150355
800,3,3,6,5,-6616.39661573026
800,3,3,7,1,-6717.11130402567
800,3,3,7,2,-6658.81944126225
800,3,3,7,3,-6615.15057176468
800,3,3,7,4,-6666.6056439974
800,3,3,7,5,-6634.88824325128
800,3,3,8,1,-6738.72436588533
800,3,3,8,2,-6690.5940426975
800,3,3,8,3,-6631.92655242187
800,3,3,8,4,-6689.4713930223
800,3,3,8,5,-6640.06283249329
800,3,4,4,1,-6709.91678266842
800,3,4,4,2,-6767.53128967151
800,3,4,4,3,-6747.98041860304
800,3,4,4,4,-6676.54289041409
800,3,4,4,5,-6710.18603155717
800,3,4,5,1,-6695.94105868378
800,3,4,5,2,-6733.5837506495
800,3,4,5,3,-6708.41478382923
800,3,4,5,4,-6651.06097996191
800,3,4,5,5,-6652.24931486397
800,3,4,6,1,-6751.87584828619
800,3,4,6,2,-6757.15715809872
800,3,4,6,3,-6721.97371216485
800,3,4,6,4,-6622.17436736747
800,3,4,6,5,-6715.88300649328
800,3,4,7,1,-6810.04282476187
800,3,4,7,2,-6813.8943545882
800,3,4,7,3,-6727.29384763269
800,3,4,7,4,-6693.12566655972
800,3,4,7,5,-6662.79033258287
800,3,4,8,1,-6774.45329339714
800,3,4,8,2,-6775.67103039098
800,3,4,8,3,-6735.41177209088
800,3,4,8,4,-6651.74213084624
800,3,4,8,5,-6680.5531389897
800,3,5,4,1,-6689.88425593993
800,3,5,4,2,-6642.28004201391
800,3,5,4,3,-6699.43367579512
800,3,5,4,4,-6755.24623094277
800,3,5,4,5,-6712.46552740145
800,3,5,5,1,-6686.41747436037
800,3,5,5,2,-6605.3758720009
800,3,5,5,3,-6666.54130038059
800,3,5,5,4,-6666.49811142591
800,3,5,5,5,-6674.14174606245
800,3,5,6,1,-6646.07620657881
800,3,5,6,2,-6618.21593571063
800,3,5,6,3,-6686.51765453111
800,3,5,6,4,-6678.13194997458
800,3,5,6,5,-6677.81059701088
800,3,5,7,1,-6686.83949567906
800,3,5,7,2,-6652.79479307242
800,3,5,7,3,-6716.07558547377
800,3,5,7,4,-6675.54273895533
800,3,5,7,5,-6695.68804629453
800,3,5,8,1,-6678.30331577743
800,3,5,8,2,-6633.34901900219
800,3,5,8,3,-6693.88765373566
800,3,5,8,4,-6700.64542867318
800,3,5,8,5,-6691.94054962972
800,4,1,4,1,-6779.10453560684
800,4,1,4,2,-6850.29363681614
800,4,1,4,3,-6794.66408055719
800,4,1,4,4,-6821.11304617076
800,4,1,4,5,-6798.34749462235
800,4,1,5,1,-6740.30370530649
800,4,1,5,2,-6827.28850406762
800,4,1,5,3,-6776.95837251959
800,4,1,5,4,-6794.82848014173
800,4,1,5,5,-6771.25971109711
800,4,1,6,1,-6759.49286786619
800,4,1,6,2,-6828.47734396904
800,4,1,6,3,-6776.022230239
800,4,1,6,4,-6788.18523615114
800,4,1,6,5,-6770.44122308364
800,4,1,7,1,-6760.72077866936
800,4,1,7,2,-6837.90142584619
800,4,1,7,3,-6783.77722840407
800,4,1,7,4,-6795.0104686846
800,4,1,7,5,-6776.55967305338
800,4,1,8,1,-6765.71754977959
800,4,1,8,2,-6845.82303581746
800,4,1,8,3,-6798.50751157822
800,4,1,8,4,-6817.72865425578
800,4,1,8,5,-6809.83053813546
800,4,2,4,1,-6787.57451282435
800,4,2,4,2,-6905.19464783668
800,4,2,4,3,-6878.08432485869
800,4,2,4,4,-6868.19688843798
800,4,2,4,5,-6798.14582545541
800,4,2,5,1,-6774.62785499057
800,4,2,5,2,-6889.99465498784
800,4,2,5,3,-6830.88119700505
800,4,2,5,4,-6828.83991755362
800,4,2,5,5,-6803.1337531994
800,4,2,6,1,-6766.95806769935
800,4,2,6,2,-6876.39240267214
800,4,2,6,3,-6809.75947280634
800,4,2,6,4,-6822.8045799829
800,4,2,6,5,-6776.61308526027
800,4,2,7,1,-6776.20987597537
800,4,2,7,2,-6912.78973320125
800,4,2,7,3,-6820.46538722991
800,4,2,7,4,-6837.59088920988
800,4,2,7,5,-6833.74705270715
800,4,2,8,1,-6791.79496398068
800,4,2,8,2,-6899.49129545119
800,4,2,8,3,-6836.68835315356
800,4,2,8,4,-6845.62460918911
800,4,2,8,5,-6836.58724244446
800,4,3,4,1,-6878.47285002813
800,4,3,4,2,-6864.09912411326
800,4,3,4,3,-6857.23756999592
800,4,3,4,4,-6833.70863456332
800,4,3,4,5,-6856.16995409716
800,4,3,5,1,-6834.46307038734
800,4,3,5,2,-6885.71999679107
800,4,3,5,3,-6844.77668398548
800,4,3,5,4,-6801.29650628804
800,4,3,5,5,-6858.54373539379
